year,weekend,movie_titles,movie_urls,movie_grosses,movie_distributors
2021,https://www.boxofficemojo.com/weekend/2021W51/?area=FR&ref_=bo_wey_table_2,"Sing 2,The Matrix Resurrections","https://www.boxofficemojo.com/release/rl3710354177/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl489063169/?ref_=bo_we_table_3","$6,091,000,$7,604,$6,091,000,$3,000,000,$4,243,$3,000,000","Universal Pictures International (UPI),Kino Swiat"
2021,https://www.boxofficemojo.com/weekend/2021W50/?area=FR&ref_=bo_wey_table_3,"Spider-Man: No Way Home,Price of Parenting,Vicky and Her Mystery,The Velvet Queen,A Hero,Dragon Princess,The Love Letter,Monster Family 2","https://www.boxofficemojo.com/release/rl841253633/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3810820865/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl3827598081/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3844375297/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl3861152513/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl3877929729/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl3626271489/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl3643048705/?ref_=bo_we_table_25","$16,474,518,$18,678,$16,474,518,$1,141,278,$2,904,$1,141,278,$808,300,$1,680,$808,300,$615,723,$2,786,$615,723,$404,103,$2,786,$404,103,$238,931,$1,052,$238,931,$147,127,$1,149,$147,127,$94,849,$357,$94,849","Sony Pictures Releasing,UGC Distribution,Gaumont,Haut et Court,Memento Films,Gébéka Films,Diaphana Films,Miramax"
2021,https://www.boxofficemojo.com/weekend/2021W49/?area=FR&ref_=bo_wey_table_4,"Les Tuche 4,West Side Story,A Piece of Cake,Rose,Wife of a Spy,Where Is Anne Frank,Her Way","https://www.boxofficemojo.com/release/rl3609363201/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1176666881/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl3357704961/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl3374482177/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl3391259393/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl3408036609/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl3424813825/?ref_=bo_we_table_22","$5,999,727,$6,514,$5,999,727,$1,107,111,$2,482,$1,107,111,$438,134,$908,$438,134,$243,843,$1,318,$243,843,$175,507,$1,867,$175,507,$129,178,$533,$129,178,$127,966,$1,361,$127,966","Walt Disney Studios Motion Pictures,KMBO,Apollo Films,Le Pacte"
2021,https://www.boxofficemojo.com/weekend/2021W52/?area=FR&ref_=bo_wey_table_1,"The King's Man,The Test,Belle,Deception,The Card Counter,The Best Years,Lamb,Next Door","https://www.boxofficemojo.com/release/rl472285953/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl505840385/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl522617601/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl287736577/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl304513793/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl321291009/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl338068225/?ref_=bo_we_table_25,https://www.boxofficemojo.com/release/rl371622657/?ref_=bo_we_table_27","$2,102,082,-,$2,482,271,$1,008,970,$2,324,$1,008,970,$382,648,$1,628,$382,648,$261,475,$1,665,$261,475,$181,420,$2,038,$181,420,$158,597,$1,618,$158,597,$87,952,$1,374,$87,952,$57,159,$840,$57,159","Walt Disney Studios Motion Pictures,Apollo Films,Wild Bunch Distribution,Le Pacte,Condor,The Jokers,Eurozoom"
2022,https://www.boxofficemojo.com/weekend/2022W52/?area=FR&ref_=bo_wey_table_1,"M3GAN,Choeur de rockers,Caravaggio's Shadow,The Banshees of Inisherin,Living,Wild Seas,Joyland","https://www.boxofficemojo.com/release/rl2079818497/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl2096595713/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl2113372929/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl2130150145/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl1895269121/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl1912046337/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl1928823553/?ref_=bo_we_table_19","$1,396,239,$4,256,$1,396,239,$783,779,$1,726,$783,779,$589,456,$2,167,$589,456,$557,341,-,$686,339,$217,251,$2,263,$217,251,$211,785,$1,512,$211,785,$193,004,$2,353,$193,004","Universal Pictures International (UPI),UGC Distribution,Le Pacte,Walt Disney Studios Motion Pictures,Miramax,Bac Films,Condor"
2023,https://www.boxofficemojo.com/weekend/2023W52/?area=FR&ref_=bo_wey_table_1,"Les Segpa au ski,Kina & Yuk,Monster,Dream Scenario,5 hectares,Robot Dreams","https://www.boxofficemojo.com/release/rl1028358145/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl810254337/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl827031553/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl843808769/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl860585985/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl877363201/?ref_=bo_we_table_21","$3,733,218,$12,402,$3,733,218,$834,396,$1,741,$834,396,$425,414,$2,250,$425,414,$233,210,$2,242,$233,210,$207,465,$1,430,$207,465,$134,019,$817,$134,019","Apollo Films,UGC Distribution,Le Pacte,Metropolitan Filmexport,Paname Distribution,Wild Bunch Distribution"
2024,https://www.boxofficemojo.com/weekend/2024W12/?area=FR&ref_=bo_wey_table_1,"Immaculate,Karaoké,Off-Season,Bis Repetita,Une famille","https://www.boxofficemojo.com/release/rl2220654593/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl2237431809/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl2254209025/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl2270986241/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl4166811649/?ref_=bo_we_table_20","$739,240,$2,447,$739,240,$625,953,$1,103,$625,953,$623,221,$1,865,$623,221,$294,623,$1,495,$294,623,$177,411,$2,137,$177,411","Metropolitan Filmexport,UGC Distribution,Gaumont,Le Pacte,Nour Films"
2021,https://www.boxofficemojo.com/weekend/2021W46/?area=FR&ref_=bo_wey_table_7,"The Bodin's in the Land of Smile,Hear Me Out,Lovers,Antlers,Magnetic Beats,Bloody Oranges,Memoria,Casablanca Beats","https://www.boxofficemojo.com/release/rl3944645377/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3961422593/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl3978199809/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl622756609/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl3994977025/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl4011754241/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl3760096001/?ref_=bo_we_table_25,https://www.boxofficemojo.com/release/rl3776873217/?ref_=bo_we_table_26","$3,985,886,$8,167,$3,985,886,$990,693,$2,677,$990,693,$851,861,$2,314,$851,861,$524,116,$2,647,$524,116,$159,435,$1,594,$159,435,$113,584,$1,832,$113,584,$96,203,$1,145,$96,203,$95,839,$720,$95,839","SND Films,Diaphana Films,Wild Bunch Distribution,Walt Disney Studios Motion Pictures,Paname Distribution,The Jokers,New Story,Ad Vitam Distribution"
2024,https://www.boxofficemojo.com/weekend/2024W11/?area=FR&ref_=bo_wey_table_2,"There's Still Tomorrow,Lucky Winners,Wicked Little Letters,Rachel's Game,Maria Montessori,Terrestrial Verses,Being Blanche Houellebecq","https://www.boxofficemojo.com/release/rl1935507457/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl1952284673/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl1969061889/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl1985839105/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl2002616321/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl1750958081/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl1767735297/?ref_=bo_we_table_24","$914,292,$5,315,$914,292,$908,400,$2,210,$908,400,$333,618,$1,684,$333,618,$261,451,$840,$261,451,$246,078,$1,212,$323,780,$207,393,$2,183,$207,393,$79,292,$792,$79,292","Universal Pictures International (UPI),Warner Bros.,StudioCanal,Apollo Films,Ad Vitam Distribution,Bac Films"
2021,https://www.boxofficemojo.com/weekend/2021W45/?area=FR&ref_=bo_wey_table_8,"Aline,Cry Macho,Haute couture,Three Floors","https://www.boxofficemojo.com/release/rl2367652609/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl2384429825/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl2401207041/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl2149548801/?ref_=bo_we_table_10","$4,060,048,$5,867,$4,060,048,$824,028,$1,791,$824,028,$619,275,$1,965,$619,275,$462,373,$2,719,$462,373","Gaumont,Warner Bros.,UGC Distribution,Le Pacte"
2023,https://www.boxofficemojo.com/weekend/2023W51/?area=FR&ref_=bo_wey_table_2,Next Goal Wins,https://www.boxofficemojo.com/release/rl1950908417/?ref_=bo_we_table_4,"$105,539,-,$126,332",Walt Disney Pictures
2024,https://www.boxofficemojo.com/weekend/2024W10/?area=FR&ref_=bo_wey_table_3,"Boléro,14 jours pour aller mieux,Imaginary,Salle des profs,This is My Mother,Comme un fils,Inshallah a Boy,Sisterhood,Cabrini","https://www.boxofficemojo.com/release/rl3394797569/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl3411574785/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3428352001/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl3445129217/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl3461906433/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl3478683649/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl3227025409/?ref_=bo_we_table_22,https://www.boxofficemojo.com/release/rl3243802625/?ref_=bo_we_table_27,https://www.boxofficemojo.com/release/rl223903745/?ref_=bo_we_table_33","$1,085,539,$2,124,$1,085,539,$1,043,287,$2,797,$1,043,287,$626,491,$2,505,$626,491,$569,721,$3,652,$569,721,$370,891,$2,181,$370,891,$336,786,$1,415,$336,786,$135,689,$1,762,$135,689,$89,543,$1,029,$89,543,$5,864,-,$5,864","SND Films,Wild Bunch Distribution,Metropolitan Filmexport,KMBO,Le Pacte,Pyramide Distribution,Paname Distribution,Angel Studios"
2021,https://www.boxofficemojo.com/weekend/2021W41/?area=FR&ref_=bo_wey_table_12,"Eiffel,The Wolf and the Lion,The Addams Family 2,The Last Duel,The Worst Person in the World,Those Who Care,The Man in the Basement,Freda,Their Algeria","https://www.boxofficemojo.com/release/rl773423873/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl638681857/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl3289678593/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl790201089/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl538542849/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl555320065/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl572097281/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl588874497/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl605651713/?ref_=bo_we_table_26","$2,787,479,$4,069,$2,787,479,$1,485,533,$2,615,$1,485,533,$1,212,191,$2,054,$1,212,191,$973,204,-,$973,204,$432,009,$3,000,$432,009,$228,878,$2,461,$228,878,$189,717,$1,025,$189,717,$66,590,$993,$66,590,$43,984,$1,374,$43,984","Pathé,StudioCanal,Universal Pictures,Walt Disney Studios Motion Pictures,Memento Films,Jour2Fête,Ad Vitam Distribution,Nour Films"
2023,https://www.boxofficemojo.com/weekend/2023W50/?area=FR&ref_=bo_wey_table_3,"Wonka,The Three Musketeers - Part II: Milady,Les inséparables,Winter Break,Sirocco and the Kingdom of the Winds,Past Lives,Dear David","https://www.boxofficemojo.com/release/rl357138433/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl373915649/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl390692865/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl139034625/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl155811841/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl172589057/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl189366273/?ref_=bo_we_table_17","$5,350,111,$7,643,$5,350,111,$4,742,459,$6,550,$4,742,459,$410,543,$1,140,$410,543,$339,969,$2,179,$339,969,$275,865,$999,$275,865,$265,711,$2,108,$265,711,$231,432,$1,237,$231,432","Warner Bros.,KMBO,Universal Pictures International (UPI),Haut et Court,Metropolitan Filmexport"
2022,https://www.boxofficemojo.com/weekend/2022W48/?area=FR&ref_=bo_wey_table_5,"Lyle, Lyle, Crocodile,Le torrent,Violent Night,Smoking Causes Coughing,Angry Annie,Winter Boy,Good Luck to You, Leo Grande","https://www.boxofficemojo.com/release/rl3723592449/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl3740369665/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl3757146881/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3505488641/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl3522265857/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl3539043073/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl3555820289/?ref_=bo_we_table_19","$951,163,$1,925,$951,163,$946,947,$1,864,$946,947,$576,634,$1,848,$672,111,$555,212,$1,773,$555,212,$412,055,$1,267,$412,055,$230,312,$1,362,$230,312,$136,886,$977,$136,886","Sony Pictures Releasing,SND Films,Universal Pictures International (UPI),Gaumont,Diaphana Films,Memento Films,Wild Bunch Distribution"
2024,https://www.boxofficemojo.com/weekend/2024W08/?area=FR&ref_=bo_wey_table_5,"One Life,Les chèvres!,Deep Sea,L'Empire,Sleep,The Successor,Bye Bye Tiberias","https://www.boxofficemojo.com/release/rl4148920321/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl2555674625/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl2572451841/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl2589229057/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl2606006273/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl2622783489/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl2639560705/?ref_=bo_we_table_27","$2,730,623,$5,822,$2,840,418,$657,977,$1,181,$657,977,$467,565,$1,443,$467,565,$296,861,$2,047,$296,861,$294,596,$2,134,$294,596,$199,679,$1,501,$199,679,$123,546,$2,422,$123,546","SND Films,KMBO,Haut et Court"
2022,https://www.boxofficemojo.com/weekend/2022W44/?area=FR&ref_=bo_wey_table_9,"Mascarade,Amsterdam,Close,Mrs. Harris Goes to Paris,X,Pamfir","https://www.boxofficemojo.com/release/rl451445505/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl887653121/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl468222721/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl484999937/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl501777153/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl518554369/?ref_=bo_we_table_25","$2,381,157,$4,781,$2,381,157,$889,954,$2,458,$889,954,$609,369,$2,615,$609,369,$217,681,$954,$217,681,$184,016,$1,643,$184,016,$95,929,$978,$95,929","Cohen Media Group,Walt Disney Studios Motion Pictures,Diaphana Films,Universal Pictures International (UPI),Condor"
2023,https://www.boxofficemojo.com/weekend/2023W46/?area=FR&ref_=bo_wey_table_7,"The Hunger Games: The Ballad of Songbirds & Snakes,Comme par magie,Et la fête continue!,Sound of Freedom,Le petit blond de la casbah,The Deep Dark,How to Have Sex,Little Girl Blue,Vincent Must Die,Shaun the Sheep: The Flight Before Christmas","https://www.boxofficemojo.com/release/rl3695280129/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3712057345/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl3728834561/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl1933672449/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl3745611777/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl3493953537/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl3510730753/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl3527507969/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl3544285185/?ref_=bo_we_table_26,https://www.boxofficemojo.com/release/rl3561062401/?ref_=bo_we_table_29","$4,232,815,$6,413,$4,232,815,$666,453,$1,649,$666,453,$477,753,$2,475,$477,753,$383,342,$1,860,$427,060,$223,119,$2,028,$223,119,$212,750,$1,119,$239,628,$207,020,$1,916,$207,020,$156,112,$1,545,$156,112,$149,072,$356,$149,072,$129,640,$810,$129,640","Metropolitan Filmexport,Apollo Films,Diaphana Films,SAJE Distribution,Sophie Dulac Distribution,Condor,Capricci Films,KMBO"
2024,https://www.boxofficemojo.com/weekend/2024W04/?area=FR&ref_=bo_wey_table_9,"Breaking Point,May December,Anyone But You,A Nice Jewish Boy,The Color Purple,Party of Fools,The Iron Claw,Vivre avec les loups,City Hunter the Movie: Angel Dust","https://www.boxofficemojo.com/release/rl1011974145/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1028751361/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl1045528577/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1062305793/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl810647553/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl827424769/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl844201985/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl860979201/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl877756417/?ref_=bo_we_table_19","$1,413,056,$2,523,$1,413,056,$754,893,$3,646,$754,893,$588,691,$2,790,$588,691,$386,628,$3,421,$386,628,$301,915,$1,118,$301,915,$287,378,$1,444,$287,378,$286,875,$1,286,$286,875,$240,527,$1,582,$240,527,$233,023,$697,$233,023","SND Films,Sony Pictures Releasing,Ad Vitam Distribution,Warner Bros.,Wild Bunch Distribution,Metropolitan Filmexport,Gébéka Films"
2021,https://www.boxofficemojo.com/weekend/2021W38/?area=FR&ref_=bo_wey_table_15,"Stillwater,Everything Went Fine,Bigger Than Us,The Summit of the Gods,Quo Vadis, Aida?,The Ape Star,The Third War,Quand on sait","https://www.boxofficemojo.com/release/rl2786231041/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl2803008257/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl2551350017/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl2568127233/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl2584904449/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl2601681665/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl2618458881/?ref_=bo_we_table_27,https://www.boxofficemojo.com/release/rl2635236097/?ref_=bo_we_table_28","$882,835,$1,910,$882,835,$604,484,$1,679,$604,484,$510,954,$5,677,$510,954,$316,526,$1,808,$316,526,$104,139,$765,$104,139,$83,865,$670,$83,865,$45,830,$727,$45,830,$44,320,$738,$44,320","Universal Pictures International (UPI),Diaphana Films,Jour2Fête,Wild Bunch Distribution,Condor,Nour Films"
2022,https://www.boxofficemojo.com/weekend/2022W41/?area=FR&ref_=bo_wey_table_12,"Simone: Woman of the Century,Jack Mimoun and the Secrets of Val Verde,Halloween Ends,The Innocent,Paws of Fury: The Legend of Hank,Les Harkis,Champions","https://www.boxofficemojo.com/release/rl2414052097/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl736264961/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl2330166017/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl787776257/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl753042177/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl769819393/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl1323467521/?ref_=bo_we_table_33","$2,734,063,$4,409,$2,734,063,$1,572,189,$3,138,$1,572,189,$1,223,257,$4,633,$1,381,747,$1,089,104,$3,085,$1,089,104,$1,004,758,$1,794,$1,004,758,$106,899,$1,068,$106,899,$1,869,$623,$6,197","Warner Bros.,Universal Pictures International (UPI),Ad Vitam Distribution,SND Films,Pyramide Distribution,Le Pacte"
2021,https://www.boxofficemojo.com/weekend/2021W35/?area=FR&ref_=bo_wey_table_18,"Shang-Chi and the Legend of the Ten Rings,The Big Hit,Malignant,A Tale of Love and Desire,Gogo,Ride Your Wave","https://www.boxofficemojo.com/release/rl2366604033/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1896776449/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl2232386305/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1930330881/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl1963885313/?ref_=bo_we_table_25,https://www.boxofficemojo.com/release/rl1980662529/?ref_=bo_we_table_27","$4,109,539,-,$4,361,629,$990,053,$1,813,$990,053,$494,640,$2,122,$494,640,$103,478,$932,$103,478,$59,298,$344,$59,298,$42,401,$471,$42,401","Walt Disney Studios Motion Pictures,Memento Films,Warner Bros.,Pyramide Distribution,Le Pacte"
2022,https://www.boxofficemojo.com/weekend/2022W42/?area=FR&ref_=bo_wey_table_11,"Black Adam,The New Toy,Belle & Sebastian: The Adventure Continues,The Black Pharaoh, the Savage and the Princess,EO,The Takeover,R.M.N.,The Little Alien,Yuku and the Flower of the Himalayas,Bros","https://www.boxofficemojo.com/release/rl1793360641/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1810137857/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl1826915073/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl1843692289/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl1860469505/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl1625588481/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl1642365697/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl1659142913/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl1675920129/?ref_=bo_we_table_25,https://www.boxofficemojo.com/release/rl1692697345/?ref_=bo_we_table_27","$3,841,654,$5,410,$3,841,654,$1,263,907,$2,553,$1,263,907,$680,684,$1,112,$680,684,$529,059,$1,579,$529,059,$250,930,$1,991,$250,930,$217,904,$1,567,$217,904,$136,479,$1,127,$136,479,$74,252,$431,$74,252,$68,226,$675,$68,226,$59,079,$557,$59,079","Warner Bros.,Sony Pictures Releasing,Gaumont,Diaphana Films,Jour2Fête,Le Pacte,KMBO,Gébéka Films,Universal Pictures International (UPI)"
2023,https://www.boxofficemojo.com/weekend/2023W42/?area=FR&ref_=bo_wey_table_11,"A Difficult Year,Killers of the Flower Moon,Trolls Band Together,Sacerdoce,Chicken for Linda!,Anselm","https://www.boxofficemojo.com/release/rl1572111105/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl901022465/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl2578612993/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl1387561729/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl1404338945/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl1421116161/?ref_=bo_we_table_18","$2,596,266,$3,892,$2,596,266,$2,475,592,-,$3,502,009,$1,871,306,$2,704,$1,871,306,$149,232,$1,036,$149,232,$147,490,$695,$147,490,$130,872,$1,422,$130,872","Gaumont,Paramount Pictures International,Universal Pictures International (UPI),Gébéka Films"
2021,https://www.boxofficemojo.com/weekend/2021W31/?area=FR&ref_=bo_wey_table_22,"OSS 117: From Africa with Love,The Forever Purge,Around the World in 80 Days,The Ice Road,Tom Medina,Dream Horse","https://www.boxofficemojo.com/release/rl1946911489/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3221848833/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl1963688705/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1980465921/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl1997243137/?ref_=bo_we_table_22,https://www.boxofficemojo.com/release/rl1745584897/?ref_=bo_we_table_27","$4,678,926,$6,830,$4,678,926,$1,136,837,$4,133,$1,136,837,$1,133,634,$2,401,$1,133,634,$377,219,$1,591,$377,219,$76,364,$931,$76,364,$47,177,$354,$47,177","Gaumont,Universal Pictures International (UPI),StudioCanal,Miramax,Eurozoom"
2023,https://www.boxofficemojo.com/weekend/2023W39/?area=FR&ref_=bo_wey_table_14,"The Creator,DogMan,Nouveau départ,The Goldman Case,Coup de Chance,Club Zero","https://www.boxofficemojo.com/release/rl3601761025/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1773241089/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl1790018305/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl1806795521/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1823572737/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl1840349953/?ref_=bo_we_table_23","$1,987,720,$4,446,$1,987,720,$883,050,$1,675,$883,050,$872,404,$1,594,$872,404,$672,224,$2,922,$672,224,$435,679,$1,281,$435,679,$54,795,$582,$54,795","Walt Disney Pictures,Apollo Films,UGC Distribution,Ad Vitam Distribution,Miramax,Bac Films"
2021,https://www.boxofficemojo.com/weekend/2021W32/?area=FR&ref_=bo_wey_table_21,"PAW Patrol: The Movie,Free Guy,C'est quoi ce papy?!,Pil's Adventures,Escape Room: Tournament of Champions,Blood Red Sky,Simple Passion,The People Upstairs","https://www.boxofficemojo.com/release/rl688554753/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1024099073/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl4010443521/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3758785281/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl2265350913/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl3775562497/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl3792339713/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl3809116929/?ref_=bo_we_table_24","$2,728,894,$4,473,$2,728,894,$990,370,$2,276,$990,370,$724,473,$1,564,$724,473,$637,092,$1,667,$637,092,$484,303,$1,807,$484,303,$179,013,$972,$179,013,$106,841,$1,027,$106,841,$58,127,$830,$58,127","Paramount Pictures International,Walt Disney Studios Motion Pictures,UGC Distribution,SND Films,Sony Pictures Releasing,Ad Vitam Distribution,Pyramide Distribution,Wild Bunch Distribution"
